freq_MHz,attenuation_dB,phase_rad
22.923988,19.949864,-2.053642
22.948402,19.777603,-2.056743
22.972816,19.608269,-2.060115
22.997230,19.441754,-2.063742
23.021645,19.277959,-2.067612
23.046059,19.116786,-2.071713
23.070473,18.958143,-2.076035
23.094887,18.801940,-2.080566
23.119302,18.648092,-2.085298
23.143716,18.496518,-2.090222
23.168130,18.347140,-2.095330
23.192544,18.199884,-2.100614
23.216959,18.054677,-2.106068
23.241373,17.911451,-2.111685
23.265787,17.770142,-2.117460
23.290201,17.630686,-2.123385
23.314616,17.493025,-2.129458
23.339030,17.357099,-2.135672
23.363444,17.222856,-2.142023
23.387858,17.090242,-2.148507
23.412273,16.959207,-2.155121
23.436687,16.829704,-2.161860
23.461101,16.701686,-2.168721
23.485515,16.575110,-2.175701
23.509929,16.449935,-2.182797
23.534344,16.326119,-2.190007
23.558758,16.203625,-2.197327
23.583172,16.082415,-2.204756
23.607586,15.962456,-2.212291
23.632001,15.843714,-2.219930
23.656415,15.726156,-2.227671
23.680829,15.609753,-2.235513
23.705243,15.494475,-2.243454
23.729658,15.380295,-2.251491
23.754072,15.267186,-2.259625
23.778486,15.155122,-2.267853
23.802900,15.044081,-2.276174
23.827315,14.934039,-2.284587
23.851729,14.824974,-2.293091
23.876143,14.716866,-2.301685
23.900557,14.609695,-2.310368
23.924972,14.503442,-2.319139
23.949386,14.398090,-2.327997
23.973800,14.293623,-2.336941
23.998214,14.190024,-2.345972
24.022629,14.087279,-2.355087
24.047043,13.985373,-2.364286
24.071457,13.884293,-2.373570
24.095871,13.784027,-2.382937
24.120285,13.684564,-2.392386
24.144700,13.585892,-2.401918
24.169114,13.488001,-2.411531
24.193528,13.390882,-2.421226
24.217942,13.294527,-2.431002
24.242357,13.198927,-2.440859
24.266771,13.104074,-2.450796
24.291185,13.009963,-2.460812
24.315599,12.916586,-2.470908
24.340014,12.823940,-2.481084
24.364428,12.732017,-2.491338
24.388842,12.640815,-2.501670
24.413256,12.550329,-2.512081
24.437671,12.460557,-2.522570
24.462085,12.371495,-2.533136
24.486499,12.283140,-2.543779
24.510913,12.195493,-2.554500
24.535328,12.108550,-2.565297
24.559742,12.022312,-2.576170
24.584156,11.936777,-2.587119
24.608570,11.851947,-2.598143
24.632985,11.767821,-2.609243
24.657399,11.684400,-2.620417
24.681813,11.601686,-2.631666
24.706227,11.519680,-2.642989
24.730641,11.438384,-2.654385
24.755056,11.357800,-2.665854
24.779470,11.277931,-2.677395
24.803884,11.198781,-2.689009
24.828298,11.120351,-2.700693
24.852713,11.042647,-2.712449
24.877127,10.965670,-2.724275
24.901541,10.889426,-2.736171
24.925955,10.813918,-2.748135
24.950370,10.739152,-2.760168
24.974784,10.665131,-2.772268
24.999198,10.591860,-2.784435
25.023612,10.519344,-2.796668
25.048027,10.447589,-2.808966
25.072441,10.376599,-2.821329
25.096855,10.306380,-2.833754
25.121269,10.236937,-2.846243
25.145684,10.168275,-2.858793
25.170098,10.100399,-2.871403
25.194512,10.033316,-2.884073
25.218926,9.967031,-2.896801
25.243341,9.901549,-2.909586
25.267755,9.836875,-2.922428
25.292169,9.773016,-2.935324
25.316583,9.709975,-2.948274
25.340997,9.647758,-2.961276
25.365412,9.586371,-2.974330
25.389826,9.525818,-2.987433
25.414240,9.466104,-3.000584
25.438654,9.407234,-3.013782
25.463069,9.349212,-3.027026
25.487483,9.292042,-3.040314
25.511897,9.235728,-3.053644
25.536311,9.180274,-3.067014
25.560726,9.125683,-3.080424
25.585140,9.071959,-3.093872
25.609554,9.019104,-3.107356
25.633968,8.967122,-3.120873
25.658383,8.916014,-3.134424
25.682797,8.865782,3.135180
25.707211,8.816428,3.121570
25.731625,8.767953,3.107932
25.756040,8.720359,3.094269
25.780454,8.673645,3.080582
25.804868,8.627811,3.066873
25.829282,8.582858,3.053144
25.853697,8.538784,3.039397
25.878111,8.495589,3.025634
25.902525,8.453271,3.011856
25.926939,8.411828,2.998065
25.951353,8.371257,2.984264
25.975768,8.331556,2.970454
26.000182,8.292721,2.956637
26.024596,8.254749,2.942814
26.049010,8.217635,2.928989
26.073425,8.181375,2.915162
26.097839,8.145964,2.901335
26.122253,8.111397,2.887511
26.146667,8.077666,2.873691
26.171082,8.044767,2.859877
26.195496,8.012692,2.846070
26.219910,7.981434,2.832273
26.244324,7.950986,2.818487
26.268739,7.921339,2.804714
26.293153,7.892486,2.790956
26.317567,7.864417,2.777214
26.341981,7.837123,2.763489
26.366396,7.810595,2.749785
26.390810,7.784823,2.736101
26.415224,7.759797,2.722439
26.439638,7.735507,2.708802
26.464053,7.711941,2.695191
26.488467,7.689088,2.681606
26.512881,7.666938,2.668049
26.537295,7.645478,2.654523
26.561709,7.624696,2.641027
26.586124,7.604581,2.627563
26.610538,7.585121,2.614133
26.634952,7.566301,2.600737
26.659366,7.548111,2.587377
26.683781,7.530536,2.574054
26.708195,7.513565,2.560768
26.732609,7.497182,2.547522
26.757023,7.481376,2.534315
26.781438,7.466133,2.521149
26.805852,7.451439,2.508024
26.830266,7.437280,2.494941
26.854680,7.423643,2.481902
26.879095,7.410514,2.468906
26.903509,7.397879,2.455954
26.927923,7.385724,2.443048
26.952337,7.374036,2.430187
26.976752,7.362800,2.417372
27.001166,7.352002,2.404604
27.025580,7.341630,2.391883
27.049994,7.331668,2.379209
27.074409,7.322103,2.366583
27.098823,7.312922,2.354005
27.123237,7.304110,2.341476
27.147651,7.295655,2.328995
27.172065,7.287542,2.316563
27.196480,7.279758,2.304180
27.220894,7.272291,2.291846
27.245308,7.265126,2.279561
27.269722,7.258251,2.267325
27.294137,7.251652,2.255139
27.318551,7.245318,2.243001
27.342965,7.239235,2.230913
27.367379,7.233390,2.218874
27.391794,7.227772,2.206883
27.416208,7.222368,2.194942
27.440622,7.217166,2.183049
27.465036,7.212155,2.171204
27.489451,7.207322,2.159407
27.513865,7.202656,2.147659
27.538279,7.198146,2.135957
27.562693,7.193780,2.124304
27.587108,7.189548,2.112696
27.611522,7.185438,2.101136
27.635936,7.181440,2.089621
27.660350,7.177544,2.078153
27.684765,7.173739,2.066729
27.709179,7.170016,2.055351
27.733593,7.166364,2.044017
27.758007,7.162774,2.032727
27.782421,7.159236,2.021480
27.806836,7.155741,2.010276
27.831250,7.152279,1.999114
27.855664,7.148843,1.987995
27.880078,7.145424,1.976916
27.904493,7.142012,1.965878
27.928907,7.138599,1.954881
27.953321,7.135178,1.943922
27.977735,7.131740,1.933003
28.002150,7.128278,1.922122
28.026564,7.124784,1.911278
28.050978,7.121250,1.900472
28.075392,7.117670,1.889702
28.099807,7.114037,1.878967
28.124221,7.110343,1.868268
28.148635,7.106581,1.857603
28.173049,7.102747,1.846971
28.197464,7.098832,1.836372
28.221878,7.094832,1.825806
28.246292,7.090739,1.815271
28.270706,7.086549,1.804767
28.295121,7.082255,1.794293
28.319535,7.077853,1.783849
28.343949,7.073336,1.773433
28.368363,7.068700,1.763046
28.392778,7.063940,1.752685
28.417192,7.059050,1.742351
28.441606,7.054026,1.732043
28.466020,7.048865,1.721760
28.490434,7.043560,1.711501
28.514849,7.038108,1.701266
28.539263,7.032506,1.691054
28.563677,7.026748,1.680864
28.588091,7.020831,1.670695
28.612506,7.014752,1.660547
28.636920,7.008507,1.650418
28.661334,7.002093,1.640309
28.685748,6.995506,1.630218
28.710163,6.988743,1.620145
28.734577,6.981801,1.610088
28.758991,6.974678,1.600048
28.783405,6.967370,1.590023
28.807820,6.959875,1.580013
28.832234,6.952190,1.570017
28.856648,6.944314,1.560034
28.881062,6.936244,1.550063
28.905477,6.927977,1.540104
28.929891,6.919512,1.530156
28.954305,6.910847,1.520218
28.978719,6.901979,1.510289
29.003134,6.892908,1.500369
29.027548,6.883632,1.490458
29.051962,6.874149,1.480553
29.076376,6.864458,1.470655
29.100790,6.854557,1.460762
29.125205,6.844446,1.450875
29.149619,6.834124,1.440992
29.174033,6.823589,1.431113
29.198447,6.812841,1.421236
29.222862,6.801879,1.411361
29.247276,6.790702,1.401488
29.271690,6.779310,1.391616
29.296104,6.767702,1.381743
29.320519,6.755879,1.371870
29.344933,6.743839,1.361995
29.369347,6.731583,1.352118
29.393761,6.719111,1.342239
29.418176,6.706422,1.332355
29.442590,6.693518,1.322467
29.467004,6.680397,1.312575
29.491418,6.667061,1.302676
29.515833,6.653510,1.292771
29.540247,6.639744,1.282859
29.564661,6.625765,1.272939
29.589075,6.611572,1.263011
29.613490,6.597167,1.253074
29.637904,6.582550,1.243126
29.662318,6.567723,1.233168
29.686732,6.552686,1.223199
29.711146,6.537441,1.213218
29.735561,6.521989,1.203224
29.759975,6.506332,1.193217
29.784389,6.490470,1.183196
29.808803,6.474406,1.173161
29.833218,6.458141,1.163110
29.857632,6.441676,1.153044
29.882046,6.425014,1.142960
29.906460,6.408156,1.132860
29.930875,6.391105,1.122742
29.955289,6.373863,1.112605
29.979703,6.356431,1.102449
30.004117,6.338812,1.092273
30.028532,6.321009,1.082077
30.052946,6.303023,1.071860
30.077360,6.284858,1.061621
30.101774,6.266516,1.051360
30.126189,6.247999,1.041075
30.150603,6.229311,1.030768
30.175017,6.210455,1.020436
30.199431,6.191433,1.010080
30.223846,6.172249,0.999698
30.248260,6.152905,0.989290
30.272674,6.133406,0.978856
30.297088,6.113754,0.968395
30.321502,6.093953,0.957906
30.345917,6.074006,0.947389
30.370331,6.053918,0.936843
30.394745,6.033692,0.926268
30.419159,6.013331,0.915663
30.443574,5.992840,0.905028
30.467988,5.972222,0.894362
30.492402,5.951482,0.883664
30.516816,5.930624,0.872934
30.541231,5.909653,0.862172
30.565645,5.888572,0.851377
30.590059,5.867386,0.840548
30.614473,5.846100,0.829686
30.638888,5.824718,0.818789
30.663302,5.803246,0.807857
30.687716,5.781687,0.796889
30.712130,5.760046,0.785886
30.736545,5.738330,0.774847
30.760959,5.716542,0.763771
30.785373,5.694689,0.752658
30.809787,5.672774,0.741507
30.834202,5.650804,0.730318
30.858616,5.628784,0.719091
30.883030,5.606719,0.707826
30.907444,5.584615,0.696521
30.931858,5.562478,0.685177
30.956273,5.540313,0.673794
30.980687,5.518126,0.662370
31.005101,5.495922,0.650906
31.029515,5.473709,0.639401
31.053930,5.451491,0.627856
31.078344,5.429274,0.616269
31.102758,5.407066,0.604641
31.127172,5.384871,0.592971
31.151587,5.362696,0.581259
31.176001,5.340548,0.569504
31.200415,5.318432,0.557708
31.224829,5.296355,0.545869
31.249244,5.274323,0.533987
31.273658,5.252343,0.522062
31.298072,5.230420,0.510095
31.322486,5.208563,0.498084
31.346901,5.186776,0.486030
31.371315,5.165067,0.473932
31.395729,5.143442,0.461792
31.420143,5.121908,0.449607
31.444558,5.100471,0.437380
31.468972,5.079138,0.425108
31.493386,5.057914,0.412794
31.517800,5.036808,0.400435
31.542214,5.015825,0.388033
31.566629,4.994972,0.375588
31.591043,4.974256,0.363100
31.615457,4.953682,0.350568
31.639871,4.933257,0.337993
31.664286,4.912989,0.325374
31.688700,4.892882,0.312713
31.713114,4.872945,0.300010
31.737528,4.853181,0.287263
31.761943,4.833599,0.274474
31.786357,4.814204,0.261643
31.810771,4.795003,0.248770
31.835185,4.776001,0.235855
31.859600,4.757204,0.222899
31.884014,4.738618,0.209901
31.908428,4.720249,0.196862
31.932842,4.702102,0.183783
31.957257,4.684184,0.170663
31.981671,4.666499,0.157504
32.006085,4.649054,0.144304
32.030499,4.631853,0.131066
32.054914,4.614901,0.117788
32.079328,4.598203,0.104472
32.103742,4.581765,0.091118
32.128156,4.565591,0.077725
32.152570,4.549685,0.064296
32.176985,4.534052,0.050830
32.201399,4.518697,0.037327
32.225813,4.503623,0.023788
32.250227,4.488834,0.010213
32.274642,4.474335,-0.003396
32.299056,4.460129,-0.017040
32.323470,4.446219,-0.030719
32.347884,4.432608,-0.044431
32.372299,4.419301,-0.058176
32.396713,4.406299,-0.071954
32.421127,4.393606,-0.085764
32.445541,4.381224,-0.099606
32.469956,4.369155,-0.113480
32.494370,4.357403,-0.127384
32.518784,4.345968,-0.141318
32.543198,4.334853,-0.155282
32.567613,4.324059,-0.169275
32.592027,4.313589,-0.183298
32.616441,4.303442,-0.197348
32.640855,4.293621,-0.211427
32.665270,4.284126,-0.225533
32.689684,4.274958,-0.239665
32.714098,4.266118,-0.253825
32.738512,4.257606,-0.268010
32.762926,4.249422,-0.282221
32.787341,4.241566,-0.296458
32.811755,4.234039,-0.310719
32.836169,4.226839,-0.325005
32.860583,4.219967,-0.339315
32.884998,4.213422,-0.353649
32.909412,4.207203,-0.368006
32.933826,4.201310,-0.382387
32.958240,4.195741,-0.396791
32.982655,4.190495,-0.411217
33.007069,4.185571,-0.425665
33.031483,4.180967,-0.440136
33.055897,4.176683,-0.454629
33.080312,4.172716,-0.469143
33.104726,4.169065,-0.483680
33.129140,4.165728,-0.498237
33.153554,4.162704,-0.512817
33.177969,4.159989,-0.527418
33.202383,4.157583,-0.542040
33.226797,4.155484,-0.556683
33.251211,4.153688,-0.571349
33.275626,4.152195,-0.586035
33.300040,4.151003,-0.600743
33.324454,4.150108,-0.615473
33.348868,4.149510,-0.630225
33.373283,4.149206,-0.644999
33.397697,4.149194,-0.659795
33.422111,4.149472,-0.674614
33.446525,4.150039,-0.689456
33.470939,4.150892,-0.704321
33.495354,4.152029,-0.719209
33.519768,4.153450,-0.734122
33.544182,4.155153,-0.749059
33.568596,4.157136,-0.764021
33.593011,4.159399,-0.779009
33.617425,4.161939,-0.794022
33.641839,4.164757,-0.809062
33.666253,4.167851,-0.824130
33.690668,4.171221,-0.839225
33.715082,4.174867,-0.854349
33.739496,4.178790,-0.869503
33.763910,4.182988,-0.884687
33.788325,4.187463,-0.899901
33.812739,4.192216,-0.915148
33.837153,4.197248,-0.930427
33.861567,4.202560,-0.945741
33.885982,4.208154,-0.961088
33.910396,4.214033,-0.976472
33.934810,4.220199,-0.991892
33.959224,4.226654,-1.007350
33.983639,4.233404,-1.022847
34.008053,4.240451,-1.038384
34.032467,4.247800,-1.053962
34.056881,4.255455,-1.069583
34.081295,4.263423,-1.085247
34.105710,4.271709,-1.100956
34.130124,4.280320,-1.116712
34.154538,4.289262,-1.132515
34.178952,4.298544,-1.148366
34.203367,4.308173,-1.164268
34.227781,4.318159,-1.180221
34.252195,4.328511,-1.196227
34.276609,4.339239,-1.212288
34.301024,4.350355,-1.228404
34.325438,4.361870,-1.244578
34.349852,4.373797,-1.260810
34.374266,4.386149,-1.277102
34.398681,4.398940,-1.293456
34.423095,4.412184,-1.309872
34.447509,4.425899,-1.326353
34.471923,4.440099,-1.342900
34.496338,4.454804,-1.359514
34.520752,4.470030,-1.376196
34.545166,4.485798,-1.392949
34.569580,4.502128,-1.409773
34.593995,4.519040,-1.426670
34.618409,4.536558,-1.443641
34.642823,4.554704,-1.460687
34.667237,4.573503,-1.477810
34.691651,4.592980,-1.495010
34.716066,4.613160,-1.512290
34.740480,4.634072,-1.529649
34.764894,4.655744,-1.547089
34.789308,4.678205,-1.564611
34.813723,4.701486,-1.582216
34.838137,4.725618,-1.599904
34.862551,4.750633,-1.617677
34.886965,4.776567,-1.635534
34.911380,4.803452,-1.653476
34.935794,4.831326,-1.671504
34.960208,4.860224,-1.689618
34.984622,4.890185,-1.707818
35.009037,4.921247,-1.726104
35.033451,4.953450,-1.744475
35.057865,4.986834,-1.762932
35.082279,5.021442,-1.781474
35.106694,5.057315,-1.800100
35.131108,5.094496,-1.818809
35.155522,5.133030,-1.837601
35.179936,5.172960,-1.856474
35.204351,5.214333,-1.875427
35.228765,5.257193,-1.894459
35.253179,5.301587,-1.913566
35.277593,5.347562,-1.932748
35.302007,5.395165,-1.952003
35.326422,5.444443,-1.971327
35.350836,5.495443,-1.990718
35.375250,5.548213,-2.010173
35.399664,5.602800,-2.029689
35.424079,5.659252,-2.049262
35.448493,5.717615,-2.068889
35.472907,5.777938,-2.088565
35.497321,5.840265,-2.108288
35.521736,5.904642,-2.128051
35.546150,5.971116,-2.147851
35.570564,6.039730,-2.167682
35.594978,6.110527,-2.187540
35.619393,6.183550,-2.207419
35.643807,6.258841,-2.227313
35.668221,6.336440,-2.247217
35.692635,6.416385,-2.267124
35.717050,6.498714,-2.287028
35.741464,6.583464,-2.306923
35.765878,6.670669,-2.326801
35.790292,6.760361,-2.346657
35.814707,6.852572,-2.366483
35.839121,6.947332,-2.386271
35.863535,7.044667,-2.406015
35.887949,7.144605,-2.425707
35.912363,7.247169,-2.445339
35.936778,7.352380,-2.464903
35.961192,7.460260,-2.484392
35.985606,7.570827,-2.503798
36.010020,7.684097,-2.523113
36.034435,7.800085,-2.542328
36.058849,7.918803,-2.561436
36.083263,8.040264,-2.580427
36.107677,8.164475,-2.599295
36.132092,8.291446,-2.618031
36.156506,8.421183,-2.636627
36.180920,8.553689,-2.655074
36.205334,8.688969,-2.673363
36.229749,8.827025,-2.691488
36.254163,8.967859,-2.709440
36.278577,9.111469,-2.727209
36.302991,9.257856,-2.744789
36.327406,9.407017,-2.762171
36.351820,9.558951,-2.779347
36.376234,9.713654,-2.796308
36.400648,9.871124,-2.813047
36.425063,10.031358,-2.829555
36.449477,10.194351,-2.845823
36.473891,10.360101,-2.861845
36.498305,10.528604,-2.877610
36.522719,10.699857,-2.893112
36.547134,10.873857,-2.908341
36.571548,11.050604,-2.923289
36.595962,11.230094,-2.937947
36.620376,11.412328,-2.952306
36.644791,11.597306,-2.966358
36.669205,11.785028,-2.980092
36.693619,11.975497,-2.993500
36.718033,12.168715,-3.006571
36.742448,12.364687,-3.019296
36.766862,12.563418,-3.031664
36.791276,12.764914,-3.043663
36.815690,12.969181,-3.055284
36.840105,13.176229,-3.066512
36.864519,13.386066,-3.077337
36.888933,13.598701,-3.087745
36.913347,13.814145,-3.097722
36.937762,14.032410,-3.107253
36.962176,14.253504,-3.116323
36.986590,14.477439,-3.124916
37.011004,14.704226,-3.133014
37.035419,14.933872,-3.140598
37.059833,15.166385,3.135537
37.084247,15.401770,3.129040
37.108661,15.640029,3.123121
37.133075,15.881160,3.117802
37.157490,16.125155,3.113110
37.181904,16.372002,3.109073
37.206318,16.621679,3.105719
37.230732,16.874155,3.103079
37.255147,17.129389,3.101189
37.279561,17.387325,3.100082
37.303975,17.647892,3.099799
37.328389,17.910997,3.100378
37.352804,18.176527,3.101865
37.377218,18.444343,3.104304
37.401632,18.714271,3.107744
37.426046,18.986106,3.112238
37.450461,19.259598,3.117839
37.474875,19.534451,3.124603
37.499289,19.810312,3.132590
37.523703,20.086768,-3.141325
37.548118,20.363335,-3.130711
37.572532,20.639450,-3.118689
37.596946,20.914465,-3.105197
37.621360,21.187634,-3.090176
37.645775,21.458109,-3.073567
37.670189,21.724931,-3.055318
37.694603,21.987028,-3.035385
37.719017,22.243210,-3.013730
37.743431,22.492172,-2.990331
37.767846,22.732503,-2.965181
37.792260,22.962694,-2.938291
37.816674,23.181166,-2.909694
37.841088,23.386290,-2.879449
37.865503,23.576430,-2.847643
37.889917,23.749984,-2.814392
37.914331,23.905433,-2.779843
37.938745,24.041400,-2.744172
37.963160,24.156701,-2.707581
37.987574,24.250398,-2.670297
38.011988,24.321840,-2.632565
38.036402,24.370697,-2.594640
38.060817,24.396975,-2.556781
38.085231,24.401014,-2.519244
38.109645,24.383474,-2.482271
38.134059,24.345299,-2.446088
38.158474,24.287675,-2.410896
38.182888,24.211981,-2.376868
38.207302,24.119729,-2.344150
38.231716,24.012513,-2.312854
38.256131,23.891960,-2.283067
38.280545,23.759681,-2.254844
38.304959,23.617242,-2.228217
38.329373,23.466131,-2.203195
38.353788,23.307740,-2.179771
38.378202,23.143354,-2.157919
38.402616,22.974139,-2.137602
38.427030,22.801149,-2.118775
38.451444,22.625318,-2.101383
38.475859,22.447473,-2.085369
38.500273,22.268338,-2.070671
38.524687,22.088539,-2.057228
38.549101,21.908618,-2.044975
38.573516,21.729036,-2.033851
38.597930,21.550185,-2.023794
38.622344,21.372396,-2.014746
38.646758,21.195943,-2.006649
38.671173,21.021053,-1.999449
38.695587,20.847911,-1.993095
38.720001,20.676666,-1.987536
38.744415,20.507434,-1.982728
38.768830,20.340307,-1.978625
38.793244,20.175351,-1.975188
38.817658,20.012615,-1.972378
38.842072,19.852128,-1.970158
38.866487,19.693907,-1.968494
38.890901,19.537957,-1.967356
38.915315,19.384272,-1.966714
38.939729,19.232838,-1.966541
38.964144,19.083634,-1.966809
38.988558,18.936634,-1.967497
39.012972,18.791805,-1.968581
39.037386,18.649114,-1.970040
39.061800,18.508521,-1.971855
39.086215,18.369988,-1.974008
39.110629,18.233470,-1.976481
39.135043,18.098927,-1.979260
39.159457,17.966312,-1.982329
39.183872,17.835582,-1.985674
39.208286,17.706691,-1.989282
39.232700,17.579596,-1.993142
39.257114,17.454250,-1.997243
39.281529,17.330612,-2.001572
39.305943,17.208636,-2.006122
39.330357,17.088280,-2.010882
39.354771,16.969502,-2.015844
39.379186,16.852261,-2.020999
39.403600,16.736516,-2.026341
39.428014,16.622229,-2.031862
39.452428,16.509361,-2.037555
39.476843,16.397875,-2.043415
39.501257,16.287735,-2.049435
39.525671,16.178905,-2.055610
39.550085,16.071352,-2.061934
39.574500,15.965042,-2.068404
39.598914,15.859944,-2.075014
39.623328,15.756027,-2.081760
39.647742,15.653261,-2.088638
39.672156,15.551617,-2.095644
39.696571,15.451068,-2.102776
39.720985,15.351587,-2.110029
39.745399,15.253147,-2.117400
39.769813,15.155725,-2.124887
39.794228,15.059297,-2.132486
39.818642,14.963839,-2.140196
39.843056,14.869330,-2.148013
39.867470,14.775749,-2.155935
39.891885,14.683074,-2.163961
39.916299,14.591288,-2.172088
39.940713,14.500372,-2.180315
39.965127,14.410307,-2.188638
39.989542,14.321077,-2.197058
40.013956,14.232666,-2.205572
40.038370,14.145058,-2.214178
40.062784,14.058239,-2.222876
40.087199,13.972195,-2.231663
40.111613,13.886912,-2.240540
40.136027,13.802379,-2.249503
40.160441,13.718582,-2.258553
40.184856,13.635512,-2.267688
40.209270,13.553158,-2.276908
40.233684,13.471509,-2.286211
40.258098,13.390556,-2.295596
40.282512,13.310291,-2.305062
40.306927,13.230705,-2.314609
40.331341,13.151792,-2.324236
40.355755,13.073543,-2.333942
40.380169,12.995952,-2.343727
40.404584,12.919014,-2.353589
40.428998,12.842722,-2.363528
40.453412,12.767073,-2.373544
40.477826,12.692060,-2.383635
40.502241,12.617682,-2.393802
40.526655,12.543933,-2.404043
40.551069,12.470810,-2.414357
40.575483,12.398312,-2.424746
40.599898,12.326436,-2.435207
40.624312,12.255179,-2.445740
40.648726,12.184541,-2.456346
40.673140,12.114520,-2.467022
40.697555,12.045116,-2.477769
40.721969,11.976328,-2.488586
40.746383,11.908156,-2.499473
40.770797,11.840601,-2.510429
40.795212,11.773663,-2.521453
40.819626,11.707343,-2.532545
40.844040,11.641643,-2.543704
40.868454,11.576564,-2.554931
40.892868,11.512107,-2.566223
40.917283,11.448275,-2.577581
40.941697,11.385070,-2.589004
40.966111,11.322495,-2.600491
40.990525,11.260551,-2.612042
41.014940,11.199244,-2.623655
41.039354,11.138574,-2.635331
41.063768,11.078546,-2.647069
41.088182,11.019163,-2.658867
41.112597,10.960429,-2.670725
41.137011,10.902348,-2.682643
41.161425,10.844923,-2.694619
41.185839,10.788158,-2.706653
41.210254,10.732057,-2.718743
41.234668,10.676625,-2.730890
41.259082,10.621865,-2.743091
41.283496,10.567783,-2.755347
41.307911,10.514381,-2.767656
41.332325,10.461665,-2.780017
41.356739,10.409638,-2.792429
41.381153,10.358306,-2.804891
41.405568,10.307672,-2.817402
41.429982,10.257740,-2.829961
41.454396,10.208514,-2.842566
41.478810,10.159999,-2.855218
41.503224,10.112198,-2.867914
41.527639,10.065116,-2.880653
41.552053,10.018756,-2.893434
41.576467,9.973121,-2.906256
41.600881,9.928215,-2.919118
41.625296,9.884042,-2.932017
41.649710,9.840604,-2.944953
41.674124,9.797904,-2.957925
41.698538,9.755946,-2.970931
41.722953,9.714731,-2.983970
41.747367,9.674262,-2.997040
41.771781,9.634541,-3.010139
41.796195,9.595569,-3.023267
41.820610,9.557349,-3.036422
41.845024,9.519881,-3.049603
41.869438,9.483167,-3.062807
41.893852,9.447207,-3.076033
41.918267,9.412001,-3.089280
41.942681,9.377550,-3.102546
41.967095,9.343853,-3.115830
41.991509,9.310911,-3.129130
42.015924,9.278721,3.140741
42.040338,9.247282,3.127413
42.064752,9.216594,3.114075
42.089166,9.186655,3.100726
42.113580,9.157461,3.087370
42.137995,9.129011,3.074007
42.162409,9.101302,3.060639
42.186823,9.074330,3.047268
42.211237,9.048092,3.033895
42.235652,9.022583,3.020521
42.260066,8.997800,3.007150
42.284480,8.973738,2.993781
42.308894,8.950392,2.980416
42.333309,8.927757,2.967058
42.357723,8.905826,2.953707
42.382137,8.884595,2.940365
42.406551,8.864056,2.927034
42.430966,8.844203,2.913714
42.455380,8.825029,2.900408
42.479794,8.806527,2.887117
42.504208,8.788689,2.873842
42.528623,8.771507,2.860584
42.553037,8.754974,2.847346
42.577451,8.739081,2.834127
42.601865,8.723820,2.820930
42.626280,8.709180,2.807756
42.650694,8.695154,2.794606
42.675108,8.681732,2.781481
42.699522,8.668905,2.768382
42.723936,8.656662,2.755311
42.748351,8.644993,2.742268
42.772765,8.633889,2.729255
42.797179,8.623338,2.716272
42.821593,8.613332,2.703321
42.846008,8.603857,2.690403
42.870422,8.594905,2.677518
42.894836,8.586464,2.664667
42.919250,8.578523,2.651852
42.943665,8.571070,2.639072
42.968079,8.564095,2.626329
42.992493,8.557585,2.613624
43.016907,8.551530,2.600957
43.041322,8.545919,2.588329
43.065736,8.540738,2.575740
43.090150,8.535978,2.563192
43.114564,8.531626,2.550683
43.138979,8.527670,2.538216
43.163393,8.524099,2.525791
43.187807,8.520901,2.513408
43.212221,8.518065,2.501067
43.236636,8.515579,2.488768
43.261050,8.513431,2.476513
43.285464,8.511610,2.464301
43.309878,8.510104,2.452133
43.334293,8.508902,2.440009
43.358707,8.507991,2.427929
43.383121,8.507362,2.415893
43.407535,8.507002,2.403902
43.431949,8.506900,2.391955
43.456364,8.507046,2.380053
43.480778,8.507428,2.368195
43.505192,8.508035,2.356382
43.529606,8.508856,2.344614
43.554021,8.509881,2.332890
43.578435,8.511099,2.321211
43.602849,8.512500,2.309576
43.627263,8.514073,2.297985
43.651678,8.515807,2.286439
43.676092,8.517694,2.274936
43.700506,8.519722,2.263478
43.724920,8.521883,2.252063
43.749335,8.524166,2.240691
43.773749,8.526561,2.229363
43.798163,8.529060,2.218077
43.822577,8.531653,2.206834
43.846992,8.534330,2.195633
43.871406,8.537084,2.184474
43.895820,8.539905,2.173356
43.920234,8.542784,2.162280
43.944649,8.545713,2.151244
43.969063,8.548684,2.140249
43.993477,8.551688,2.129294
44.017891,8.554718,2.118378
44.042305,8.557765,2.107502
44.066720,8.560821,2.096664
44.091134,8.563880,2.085864
44.115548,8.566933,2.075102
44.139962,8.569974,2.064377
44.164377,8.572995,2.053689
44.188791,8.575989,2.043038
44.213205,8.578950,2.032421
44.237619,8.581870,2.021840
44.262034,8.584744,2.011294
44.286448,8.587565,2.000781
44.310862,8.590326,1.990302
44.335276,8.593022,1.979856
44.359691,8.595647,1.969443
44.384105,8.598195,1.959061
44.408519,8.600660,1.948710
44.432933,8.603037,1.938390
44.457348,8.605321,1.928099
44.481762,8.607506,1.917838
44.506176,8.609587,1.907606
44.530590,8.611560,1.897402
44.555005,8.613419,1.887226
44.579419,8.615160,1.877076
44.603833,8.616779,1.866953
44.628247,8.618271,1.856855
44.652661,8.619631,1.846783
44.677076,8.620857,1.836734
44.701490,8.621942,1.826710
44.725904,8.622885,1.816708
44.750318,8.623681,1.806729
44.774733,8.624326,1.796772
44.799147,8.624818,1.786836
44.823561,8.625152,1.776920
44.847975,8.625325,1.767024
